Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2017-159205,3/31/2017,04-02-17,Second Class,DB-12910
CA-2016-112123,03-03-16,03-08-16,Standard Class,BH-11710
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995
CA-2017-135692,4/27/2017,05-01-17,Standard Class,CV-12805
CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355
CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310
CA-2016-124562,12-08-16,12-12-16,Standard Class,JP-16135
US-2017-140074,3/23/2017,3/29/2017,Standard Class,EC-14050
CA-2016-103037,7/25/2016,7/29/2016,Standard Class,KH-16630
CA-2017-127460,07-10-17,7/14/2017,Standard Class,FG-14260
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770
CA-2015-121720,06-11-15,06-12-15,First Class,JE-15610
CA-2017-149895,09-08-17,09-12-17,Standard Class,EB-14110
CA-2017-147564,10-02-17,10-06-17,Standard Class,BP-11155
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460
CA-2017-164168,11-12-17,11/18/2017,Standard Class,LS-16975
CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850
US-2014-122959,12-12-14,12-12-14,Same Day,CY-12745
CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360
US-2016-148110,09-05-16,09-11-16,Standard Class,AR-10825
CA-2017-131828,02-11-17,2/13/2017,Second Class,CS-11845
CA-2014-109218,6/30/2014,07-03-14,Second Class,AR-10825
CA-2016-120558,06-07-16,06-10-16,First Class,RD-19810
US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385
CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950
CA-2014-128986,08-03-14,08-05-14,Second Class,GH-14410
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810
US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210
US-2014-150924,09-12-14,9/16/2014,Second Class,PT-19090
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995
CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435
CA-2016-138695,5/28/2016,06-03-16,Standard Class,KC-16675
CA-2017-107461,12/21/2017,12/26/2017,Second Class,PK-19075
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465
CA-2017-157483,11-11-17,11/18/2017,Standard Class,EP-13915
US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915
CA-2017-122280,09-10-17,09-10-17,Same Day,SH-20395
CA-2017-105235,12-05-17,12-11-17,Standard Class,SM-20950
CA-2017-152912,11-09-17,11-12-17,Second Class,BM-11650
CA-2014-123498,11-07-14,11-09-14,First Class,TC-20980
CA-2017-159352,03-12-17,3/17/2017,Standard Class,KB-16585
US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165
US-2015-163783,12/27/2015,01-01-16,Standard Class,DR-12940
CA-2017-123981,10-02-17,10-08-17,Standard Class,RW-19630
CA-2017-158953,06-04-17,06-08-17,Standard Class,ML-18040
CA-2014-165428,09-01-14,09-04-14,First Class,JL-15130
CA-2016-169026,08-08-16,8/13/2016,Standard Class,CM-12655
CA-2017-109750,7/22/2017,7/28/2017,Standard Class,FH-14365
CA-2015-149384,07-10-15,07-10-15,Same Day,EH-13945
CA-2014-131527,12-01-14,12-07-14,Standard Class,TB-21280
CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070
CA-2014-158372,11-10-14,11/16/2014,Standard Class,RD-19900
CA-2016-108882,01-09-16,1/15/2016,Standard Class,LA-16780
US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975
CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200
CA-2016-132409,5/26/2016,06-01-16,Standard Class,TH-21235
CA-2017-150189,07-08-17,07-10-17,First Class,VG-21790
CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325
CA-2017-104640,11-10-17,11/16/2017,Standard Class,FH-14275
US-2015-137008,10-02-15,10-08-15,Standard Class,JP-15460
CA-2014-108189,10-02-14,10-05-14,First Class,ES-14080
CA-2014-154641,08-11-14,8/16/2014,Standard Class,KL-16645
CA-2017-131625,09-01-17,09-05-17,Second Class,BN-11515
US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370
CA-2016-138933,4/24/2016,4/27/2016,First Class,JL-15130
CA-2016-140746,1/15/2016,1/15/2016,Same Day,RC-19825
CA-2016-146836,05-02-16,05-02-16,Same Day,CC-12475
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195
US-2016-140809,02-01-16,02-03-16,First Class,CK-12760
CA-2017-114524,3/31/2017,04-05-17,Second Class,EG-13900
CA-2017-113355,12-01-17,12-05-17,Standard Class,SJ-20215
US-2017-140907,12-10-17,12-12-17,Second Class,BP-11185
CA-2016-159730,9/17/2016,9/21/2016,Standard Class,SJ-20125
CA-2016-157868,12/23/2016,12/29/2016,Standard Class,MC-17590
CA-2017-119389,4/17/2017,4/19/2017,First Class,BG-11740
CA-2017-110373,10/27/2017,10/30/2017,Second Class,MA-17560
CA-2016-155474,07-08-16,7/14/2016,Standard Class,CC-12220
CA-2015-155453,08-09-15,8/14/2015,Standard Class,RA-19885
US-2016-161844,12-09-16,12/14/2016,Second Class,DK-12835
US-2016-162103,11/13/2016,11/17/2016,Standard Class,LB-16795
CA-2014-151554,11/14/2014,11/15/2014,First Class,CM-11815
CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205
CA-2016-122518,03-04-16,03-08-16,Second Class,RF-19345
US-2014-126571,10-11-14,10/15/2014,Standard Class,JF-15565
CA-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185
CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775
CA-2015-155145,12/27/2015,12/29/2015,Second Class,KN-16450
CA-2015-146038,02-09-15,2/16/2015,Standard Class,SJ-20215
CA-2017-133865,05-08-17,05-12-17,Standard Class,PS-19045
CA-2017-116358,11-02-17,11-06-17,Standard Class,KM-16225
CA-2014-102988,04-05-14,04-09-14,Second Class,GM-14695
US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465
CA-2014-159478,9/30/2014,10-06-14,Standard Class,MH-17785
CA-2014-103702,09-12-14,9/17/2014,Standard Class,AF-10885
CA-2017-150525,2/20/2017,2/25/2017,Standard Class,JP-16135
CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585
CA-2016-167290,10/30/2016,11-04-16,Standard Class,JF-15295
CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595
CA-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510
CA-2017-113418,10-01-17,10-03-17,First Class,CM-12655
US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870
CA-2017-136308,11/16/2017,11/16/2017,Same Day,MW-18235
US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950
CA-2014-104738,12/30/2014,01-01-15,Second Class,SP-20620
CA-2015-144386,11-05-15,11-11-15,Standard Class,GT-14635
CA-2016-111416,9/17/2016,9/22/2016,Standard Class,LW-17215
CA-2016-162747,3/20/2016,3/25/2016,Second Class,AH-10030
US-2014-133130,9/27/2014,10-01-14,Standard Class,TH-21100
CA-2017-169978,12/24/2017,12/28/2017,Standard Class,HG-15025
CA-2017-161739,11-10-17,11/15/2017,Second Class,EB-13750
CA-2015-165057,09-11-15,9/15/2015,Standard Class,SC-20725
CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505
CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550
CA-2014-165309,11-11-14,11/15/2014,Standard Class,KD-16270
CA-2017-122595,12/14/2017,12/20/2017,Standard Class,GM-14455
US-2017-109253,8/21/2017,8/22/2017,First Class,PR-18880
CA-2016-145982,8/27/2016,09-01-16,Second Class,TB-21055
CA-2015-112014,8/13/2015,8/20/2015,Standard Class,ON-18715
CA-2017-154732,11-05-17,11-07-17,First Class,AH-10195
US-2016-157308,8/17/2016,8/21/2016,Standard Class,NM-18520
CA-2016-147536,12/26/2016,12/31/2016,Standard Class,AR-10510
US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650
US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310
CA-2017-100335,09-07-17,9/13/2017,Standard Class,NF-18595
CA-2016-139234,05-06-16,05-10-16,Standard Class,AF-10870
US-2015-142020,06-04-15,06-08-15,Second Class,TC-21535
CA-2015-139962,12/13/2015,12/20/2015,Standard Class,Dp-13240
CA-2016-130050,7/16/2016,7/18/2016,Second Class,MC-17425
CA-2014-115161,1/31/2014,02-02-14,First Class,LC-17050
CA-2014-165379,07-09-14,7/15/2014,Standard Class,BM-11650
CA-2015-115511,11/21/2015,11/25/2015,Standard Class,NW-18400
CA-2016-134887,3/25/2016,3/25/2016,Same Day,TB-21280
CA-2017-123778,9/23/2017,9/30/2017,Standard Class,BS-11755
CA-2015-161718,12-04-15,12-10-15,Standard Class,SO-20335
CA-2016-100671,11-01-16,11-04-16,First Class,CS-12490
CA-2017-142867,3/17/2017,3/21/2017,Standard Class,PO-19180
CA-2017-103156,11/23/2017,11/24/2017,First Class,TD-20995
US-2017-162208,8/27/2017,8/30/2017,First Class,SP-20620
CA-2015-130659,12-04-15,12-09-15,Second Class,MS-17365
CA-2017-148404,10-07-17,10-11-17,Standard Class,Dp-13240
CA-2017-101077,3/25/2017,3/30/2017,Second Class,DB-13660
CA-2014-166471,08-09-14,8/13/2014,Standard Class,MG-17650
CA-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185
US-2017-131583,06-10-17,06-10-17,Same Day,CL-11890
US-2017-148362,07-01-17,07-08-17,Standard Class,KF-16285
CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075
CA-2015-129700,05-04-15,05-05-15,First Class,LA-16780
CA-2017-168739,5/29/2017,06-05-17,Standard Class,HZ-14950
CA-2015-152527,10/17/2015,10/17/2015,Same Day,CM-12190
US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795
US-2017-150847,4/30/2017,05-06-17,Standard Class,JF-15490
CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695
CA-2016-116540,09-02-16,09-02-16,Same Day,SS-20590
CA-2015-151841,4/27/2015,05-02-15,Standard Class,TC-21475
CA-2015-150791,09-06-15,9/13/2015,Standard Class,CC-12430
CA-2016-134803,5/28/2016,06-03-16,Standard Class,CL-12565
CA-2015-153381,9/24/2015,9/28/2015,Standard Class,DE-13255
US-2017-111024,07-03-17,07-06-17,Second Class,SZ-20035
CA-2017-148264,12-08-17,12-09-17,First Class,LF-17185
CA-2017-131212,12-05-17,12-09-17,Standard Class,AB-10165
US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520
CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945
CA-2015-144099,11/29/2015,11/30/2015,Same Day,PO-19195
CA-2014-158337,03-11-14,3/14/2014,Second Class,KA-16525
CA-2017-168858,11/19/2017,11/23/2017,Standard Class,JD-16150
CA-2016-116344,7/29/2016,08-02-16,Standard Class,JO-15145
CA-2015-131779,06-12-15,6/17/2015,Standard Class,LE-16810
CA-2016-158869,08-06-16,08-07-16,First Class,AH-10690
CA-2017-102554,06-11-17,6/15/2017,Standard Class,KN-16705
CA-2016-162614,10-07-16,10/13/2016,Standard Class,TB-21250
CA-2014-168592,09-08-14,9/14/2014,Standard Class,DP-13390
CA-2014-157609,3/16/2014,3/21/2014,Second Class,KN-16705
CA-2015-153325,03-01-15,03-02-15,Second Class,ST-20530
CA-2015-153626,07-09-15,7/14/2015,Standard Class,EB-13870
CA-2016-166485,2/20/2016,2/27/2016,Standard Class,AH-10210
CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090
CA-2017-114258,11-05-17,11-10-17,Second Class,EM-13825
CA-2015-152611,2/20/2015,2/23/2015,Second Class,KA-16525
CA-2016-165470,11/25/2016,11/30/2016,Standard Class,HJ-14875
CA-2017-128699,12-03-17,12-05-17,Second Class,ND-18370
US-2015-147242,09-10-15,9/14/2015,Standard Class,EH-13765
CA-2016-146143,12/14/2016,12/19/2016,Standard Class,MC-17845
CA-2015-100888,04-06-15,04-10-15,Standard Class,MH-17455
US-2016-150035,12-01-16,12-05-16,Standard Class,CL-11890
CA-2017-122644,11-12-17,11/17/2017,Standard Class,SF-20965
CA-2017-111815,03-03-17,03-10-17,Standard Class,EP-13915
CA-2016-144911,11/27/2016,11/30/2016,First Class,RW-19630
CA-2014-143385,8/31/2014,09-05-14,Standard Class,SJ-20500
CA-2016-131289,12-08-16,12/14/2016,Standard Class,SP-20620
CA-2014-124023,04-07-14,04-10-14,First Class,PJ-19015
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610
CA-2016-151169,10/21/2016,10/26/2016,Standard Class,MY-18295
US-2016-134761,11/30/2016,11/30/2016,Same Day,DB-13210
CA-2017-120705,09-05-17,09-11-17,Standard Class,MG-17875
CA-2015-157322,07-02-15,07-06-15,Standard Class,RH-19600
CA-2017-142034,9/24/2017,9/28/2017,Standard Class,KB-16240
CA-2016-107328,08-08-16,8/15/2016,Standard Class,CA-12055
CA-2016-108616,9/29/2016,10-03-16,Standard Class,JK-15730
CA-2017-125115,04-10-17,04-10-17,Same Day,RD-19930
CA-2016-150945,12/18/2016,12/20/2016,Second Class,JK-16120
CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020
CA-2017-140326,09-04-17,09-06-17,First Class,HW-14935
CA-2016-168536,12/20/2016,12/24/2016,Standard Class,SC-20800
US-2016-113649,08-09-16,08-12-16,First Class,HA-14920
CA-2015-124975,6/22/2015,6/25/2015,First Class,MG-17875
CA-2015-168767,04-10-15,4/15/2015,Standard Class,DM-12955
CA-2016-114482,11/21/2016,11/25/2016,Second Class,DM-13345
CA-2016-137673,09-05-16,09-10-16,Standard Class,ML-17395
CA-2016-132731,11/24/2016,11/28/2016,Standard Class,GA-14515
CA-2017-148922,12-10-17,12/15/2017,Second Class,SU-20665
CA-2016-130680,6/24/2016,6/29/2016,Standard Class,BD-11320
CA-2015-141145,9/17/2015,9/23/2015,Standard Class,DB-13405
US-2016-152835,5/19/2016,5/23/2016,Standard Class,RP-19855
CA-2016-155565,5/28/2016,5/28/2016,Same Day,EH-13765
CA-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835
CA-2016-145842,6/17/2016,6/20/2016,Second Class,FM-14380
CA-2014-158771,05-09-14,05-09-14,Same Day,SB-20290
CA-2016-157511,9/18/2016,9/20/2016,First Class,SV-20365
CA-2017-121216,12/23/2017,12/25/2017,Second Class,MM-17920
CA-2017-155292,10/30/2017,11-01-17,First Class,RD-19810
CA-2016-152555,3/29/2016,04-02-16,Second Class,ME-17320
CA-2017-107832,11/23/2017,11/26/2017,Second Class,FH-14275
CA-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865
CA-2017-118542,12-01-17,12-05-17,Standard Class,CC-12550
CA-2017-152737,11-07-17,11-12-17,Standard Class,TS-21505
CA-2017-109757,09-04-17,09-09-17,Second Class,MD-17350
CA-2016-130029,07-03-16,07-06-16,First Class,GT-14755
CA-2017-103877,09-07-17,9/14/2017,Standard Class,RD-19660
CA-2016-137176,09-09-16,9/14/2016,Second Class,DB-12910
CA-2017-168109,07-03-17,07-03-17,Same Day,JK-15640
US-2017-126081,6/29/2017,07-04-17,Standard Class,FC-14335
CA-2017-117023,08-07-17,08-12-17,Standard Class,JW-15955
CA-2015-143532,3/19/2015,3/24/2015,Standard Class,DC-12850
CA-2016-103163,06-07-16,06-11-16,Standard Class,FM-14290
CA-2016-104157,7/25/2016,7/29/2016,Standard Class,MT-17815
CA-2017-117807,10-01-17,10-07-17,Standard Class,DK-13090
CA-2015-121650,12-10-15,12/16/2015,Standard Class,KD-16495
CA-2017-161823,09-03-17,09-08-17,Standard Class,AG-10300
CA-2017-121839,9/24/2017,9/28/2017,Standard Class,MH-18115
CA-2017-158729,12/19/2017,12/21/2017,First Class,AC-10450
CA-2017-146535,11/24/2017,11/30/2017,Standard Class,FM-14290
CA-2014-154186,12/13/2014,12/15/2014,Second Class,RA-19285
CA-2016-108434,12-05-16,12-07-16,Second Class,JG-15160
CA-2016-164154,09-11-16,9/17/2016,Standard Class,NZ-18565
CA-2017-148012,12-09-17,12/15/2017,Standard Class,KM-16225
CA-2014-102869,09-09-14,9/14/2014,Second Class,LC-17140
CA-2017-138310,6/26/2017,6/30/2017,Standard Class,NP-18700
CA-2014-159835,11/17/2014,11/24/2014,Standard Class,RB-19330
CA-2017-112956,8/21/2017,8/27/2017,Standard Class,TH-21550
CA-2016-119683,03-12-16,3/16/2016,Second Class,CK-12595
CA-2014-163559,9/23/2014,9/28/2014,Second Class,ST-20530
CA-2014-140228,4/28/2014,05-03-14,Standard Class,GB-14530
US-2016-131674,11/29/2016,12-01-16,Second Class,NC-18535
CA-2015-110093,12-03-15,12-08-15,Standard Class,AB-10255
CA-2017-112529,11/19/2017,11/21/2017,First Class,SC-20770
CA-2016-154536,09-05-16,09-09-16,Standard Class,JC-15340
CA-2017-141929,09-04-17,09-08-17,Standard Class,RA-19285
CA-2016-109743,9/22/2016,9/29/2016,Standard Class,SH-19975
CA-2014-159184,9/14/2014,9/19/2014,Standard Class,JC-15775
CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125
CA-2014-169726,08-09-14,8/13/2014,Standard Class,JH-15985
CA-2017-155957,11/26/2017,11/30/2017,Standard Class,CC-12610
CA-2017-132178,05-03-17,05-08-17,Second Class,DB-12970
CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955
CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845
CA-2014-146528,7/25/2014,7/27/2014,Second Class,VF-21715
CA-2015-168459,11/22/2015,11/27/2015,Standard Class,MC-17275
CA-2017-109960,12-09-17,12-11-17,Second Class,DB-13210
CA-2017-133004,8/31/2017,09-05-17,Standard Class,AJ-10945
CA-2017-168102,4/24/2017,4/30/2017,Standard Class,CP-12340
CA-2017-158036,09-08-17,9/14/2017,Standard Class,DB-13555
CA-2015-128083,03-12-15,3/17/2015,Standard Class,EB-13750
CA-2016-161676,7/18/2016,7/23/2016,Standard Class,JP-15460
CA-2016-155005,6/13/2016,6/15/2016,Second Class,SC-20050
US-2017-129777,07-03-17,07-09-17,Standard Class,FM-14290
CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250
CA-2016-104969,04-08-16,4/14/2016,Standard Class,EH-14125
CA-2017-154109,11-06-17,11-11-17,Standard Class,ML-17410
CA-2015-156440,12-05-15,12-09-15,Standard Class,MH-17620
CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680
CA-2016-102792,12/13/2016,12/19/2016,Standard Class,JC-15340
CA-2016-108567,5/20/2016,5/24/2016,Standard Class,DB-13210
CA-2017-140760,06-02-17,06-05-17,Second Class,DO-13435
US-2015-131359,10/30/2015,11-02-15,Second Class,FA-14230
CA-2016-142097,10/15/2016,10/20/2016,Standard Class,QJ-19255
CA-2015-151680,11/19/2015,11/21/2015,Second Class,TC-21475
CA-2014-140039,9/13/2014,9/17/2014,Standard Class,ON-18715
CA-2017-160416,11/13/2017,11/18/2017,Second Class,AD-10180
CA-2017-169411,12/24/2017,12/29/2017,Standard Class,AC-10615
CA-2016-126543,01-09-16,1/13/2016,Second Class,MF-17665
CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075
CA-2017-160087,3/18/2017,3/22/2017,Standard Class,EN-13780
CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140
CA-2017-113670,10/15/2017,10/17/2017,First Class,RS-19765
CA-2017-166198,4/21/2017,4/24/2017,First Class,JW-15955
CA-2014-135608,12-08-14,12-10-14,Second Class,JK-15625
CA-2017-144568,5/29/2017,06-02-17,Standard Class,JO-15550
CA-2016-142370,9/19/2016,9/23/2016,Standard Class,TP-21130
CA-2016-105900,9/17/2016,9/23/2016,Standard Class,BS-11590
CA-2016-151155,12/20/2016,12/24/2016,Standard Class,AB-10255
CA-2017-144036,11/22/2017,11/26/2017,Standard Class,FO-14305
US-2014-169789,12/30/2014,01-04-15,Standard Class,MF-17665
CA-2017-127264,04-03-17,04-05-17,First Class,SA-20830
CA-2016-151512,12/26/2016,01-02-17,Standard Class,SH-19975
CA-2016-165169,06-05-16,06-11-16,Standard Class,JL-15235
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630
CA-2017-168193,03-06-17,03-11-17,Second Class,RM-19750
CA-2016-115476,3/17/2016,3/17/2016,Same Day,VM-21835
CA-2016-133340,12-09-16,12/13/2016,Standard Class,LH-17155
CA-2016-137848,1/15/2016,1/21/2016,Standard Class,WB-21850
CA-2014-113047,10/24/2014,10/24/2014,Same Day,AP-10915
CA-2016-149979,9/23/2016,9/28/2016,Second Class,RA-19915
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880
CA-2016-116799,03-03-16,03-06-16,First Class,JG-15310
CA-2016-111283,2/29/2016,03-04-16,Standard Class,LC-16870
CA-2015-167745,9/18/2015,9/23/2015,Standard Class,GB-14530
CA-2017-104577,05-12-17,5/17/2017,Standard Class,CK-12205
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160
CA-2017-125878,2/25/2017,03-02-17,Standard Class,MH-18025
CA-2016-163153,3/21/2016,3/25/2016,Standard Class,DM-12955
CA-2015-103205,12-08-15,12-10-15,Second Class,JJ-15760
CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585
CA-2016-155530,12/17/2016,12/21/2016,Standard Class,CM-12160
US-2016-101196,05-12-16,5/17/2016,Standard Class,FM-14215
CA-2014-115357,08-06-14,08-11-14,Second Class,RF-19735
US-2014-102715,04-11-14,4/13/2014,Second Class,JK-15370
CA-2015-107937,05-03-15,05-08-15,Standard Class,JB-16045
US-2017-148768,11/30/2017,12-02-17,Second Class,PN-18775
CA-2017-118521,2/16/2017,2/20/2017,Standard Class,LF-17185
CA-2014-149643,11/16/2014,11/20/2014,Standard Class,RH-19510
CA-2015-135314,07-09-15,7/14/2015,Second Class,MC-17575
CA-2017-165204,11/13/2017,11/16/2017,Second Class,MN-17935
CA-2017-125752,7/31/2017,08-04-17,Standard Class,EH-14125
CA-2017-112487,12/26/2017,12/30/2017,Standard Class,TC-21535
CA-2016-144218,10/31/2016,11-04-16,Standard Class,JD-15895
CA-2016-169971,09-04-16,09-09-16,Standard Class,IL-15100
US-2016-133508,4/17/2016,4/21/2016,Standard Class,SW-20350
CA-2014-107139,07-05-14,07-11-14,Standard Class,DP-13390
CA-2015-111325,2/27/2015,2/28/2015,First Class,BT-11395
CA-2015-163762,11/27/2015,12-01-15,Standard Class,JE-15475
US-2014-117163,1/27/2014,02-02-14,Standard Class,EJ-13720
CA-2017-121314,9/23/2017,9/26/2017,First Class,BE-11410
CA-2017-147760,11-04-17,11-05-17,First Class,KL-16555
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415
CA-2015-113628,11-12-15,11/19/2015,Standard Class,AH-10690
CA-2017-147753,03-05-17,03-05-17,Same Day,PK-19075
CA-2015-103961,11-05-15,11-09-15,Standard Class,NG-18430
CA-2016-152471,07-08-16,07-08-16,Same Day,ZD-21925
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400
CA-2017-141873,10-09-17,10/14/2017,Standard Class,HG-14845
CA-2015-140984,9/14/2015,9/18/2015,Standard Class,CC-12685
CA-2014-132801,10-07-14,10-12-14,Standard Class,JG-15805
CA-2017-141733,05-07-17,05-11-17,Standard Class,RW-19540
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295
CA-2014-100363,04-08-14,4/15/2014,Standard Class,JM-15655
CA-2014-126760,7/26/2014,08-02-14,Standard Class,KM-16720
US-2014-109162,06-08-14,06-12-14,Standard Class,KE-16420
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370
CA-2017-129000,11/25/2017,11/27/2017,Second Class,SZ-20035
CA-2017-161053,9/22/2017,9/23/2017,First Class,JE-15745
CA-2015-142377,12-04-15,12-09-15,Standard Class,MS-17980
CA-2015-127593,9/21/2015,9/21/2015,Same Day,DH-13675
